iter	Logloss
353	0.2090969001
354	0.2089370734
355	0.2087179281
356	0.2085726181
357	0.2084738188
358	0.2082311654
359	0.2080552815
360	0.2078263117
361	0.2076988476
362	0.2075052529
363	0.2073955752
364	0.2072531739
365	0.2070600424
366	0.2069414722
367	0.2068625203
368	0.2067935595
369	0.2065661064
370	0.2064079201
371	0.2062415132
372	0.2060236801
373	0.2059102692
374	0.205680121
375	0.2055304139
376	0.2053505502
377	0.2051451734
378	0.2049439648
379	0.2048423737
380	0.2046575629
381	0.2044841302
382	0.2043568367
383	0.2041777258
384	0.2040269232
385	0.203852012
386	0.2036212506
387	0.2033659871
388	0.2031505566
389	0.2030365399
390	0.2029477151
391	0.2027935386
392	0.2026231177
393	0.2024792226
394	0.2022603932
395	0.2021028718
396	0.2017011245
397	0.2015588119
398	0.2013454913
399	0.2011985807
400	0.2010383337
401	0.2009259386
402	0.2008299494
403	0.2006922797
404	0.2005342701
405	0.2003607794
406	0.2002153001
407	0.2000958327
408	0.1999379068
409	0.1998023864
410	0.1996343198
411	0.1994591191
412	0.1992651277
413	0.1991017519
414	0.1990337001
415	0.1989114206
416	0.198719278
417	0.1985747852
418	0.1984453016
419	0.1982650572
420	0.1981389378
421	0.1980015173
422	0.1978579887
423	0.1977213119
424	0.1975947596
425	0.1975121773
426	0.1974210056
427	0.1972877422
428	0.1970380581
429	0.1968757366
430	0.1967177298
431	0.1965588901
432	0.1963672645
433	0.1961891268
434	0.1960181602
435	0.1958537228
436	0.1957418198
437	0.1956642521
438	0.1955816436
439	0.1954385418
440	0.1953260404
441	0.1951969348
442	0.1950750236
443	0.1949518856
444	0.1947295277
445	0.1946241669
446	0.1945017824
447	0.1943112892
448	0.1941853048
449	0.194058457
450	0.1939534631
451	0.1938372854
452	0.1935611306
453	0.1934013794
454	0.1933292622
455	0.1932196462
456	0.193081331
457	0.1929172168
458	0.1927749532
459	0.1926532109
460	0.1925095823
461	0.1924055951
462	0.1922738576
463	0.1921492993
464	0.1919299228
465	0.1917227129
466	0.1916220278
467	0.1914572595
468	0.1912990996
469	0.1911411448
470	0.1910213671
471	0.1908673158
472	0.1907390771
473	0.1906386786
474	0.1903792333
475	0.1902455572
476	0.1901413739
477	0.1900684506
478	0.1899407159
479	0.1897254862
480	0.18959195
481	0.189500993
482	0.1893527348
483	0.1892333785
484	0.1891250394
485	0.1890157061
486	0.1888748548
487	0.188737468
488	0.1885687489
489	0.1884725947
490	0.1883023827
491	0.188155926
492	0.1879556603
493	0.1878632581
494	0.1876611586
495	0.1875108096
496	0.1873900687
497	0.1872790416
498	0.1871421752
499	0.1868294384
500	0.1866607782
501	0.1865433898
502	0.1864546019
503	0.1863074525
504	0.1861729016
505	0.1860892376
506	0.1859554881
507	0.1858480417
508	0.1857752233
509	0.1856248373
510	0.185526827
511	0.1854133673
512	0.1852832092
513	0.1851557811
514	0.1850789956
515	0.1848723112
516	0.1847673247
517	0.1847017855
518	0.184575453
519	0.1844531789
520	0.184387321
521	0.184162818
522	0.1840371729
523	0.1838236653
524	0.183653409
525	0.1835804716
526	0.1834825813
527	0.1833666468
528	0.1832532806
529	0.1831526966
530	0.1830292152
531	0.1829061222
532	0.1827963253
533	0.1825708562
534	0.1823888572
535	0.1822590481
536	0.1820859678
537	0.1820187585
538	0.1819276308
539	0.1817926553
540	0.181709131
541	0.1815383846
542	0.1813747171
543	0.181281262
544	0.1811738812
545	0.1810610055
546	0.1809445239
547	0.1808531345
548	0.1807107786
549	0.1805047441
550	0.1803696582
551	0.180239208
552	0.1800997692
553	0.1799907306
554	0.1798664578
555	0.1797959533
556	0.1796693025
557	0.1795287767
558	0.1793727683
559	0.1793069169
560	0.1792271317
561	0.179154304
562	0.1790658539
563	0.1790149329
564	0.1789538453
565	0.1788609567
566	0.1787732702
567	0.1786816436
568	0.1784630648
569	0.1783101079
570	0.1782229615
571	0.1781369285
572	0.1780707077
573	0.1779501867
574	0.1776741305
575	0.1775958195
576	0.1774538647
577	0.1773540687
578	0.1772488662
579	0.1771353958
580	0.1770201296
581	0.1768818779
582	0.1767197872
583	0.1765767118
584	0.1764548503
585	0.1763644903
586	0.1762518451
587	0.1760469487
588	0.1759043789
589	0.1758190758
590	0.1757005399
591	0.1755229442
592	0.175459334
593	0.1753298652
594	0.1752262509
595	0.1750956619
596	0.1749257471
597	0.1748214645
598	0.1746854644
599	0.1746012491
600	0.1744899035
601	0.1743947915
602	0.1742801222
603	0.1741402403
604	0.1740544956
605	0.1739717752
606	0.1738581792
607	0.1736916098
608	0.1736338147
609	0.1735048321
610	0.1734308541
611	0.1733688421
612	0.1733007348
613	0.1731786076
614	0.173080313
615	0.1729914965
616	0.1728996411
617	0.1727880744
618	0.1726886458
619	0.1726183231
620	0.1725368987
621	0.172475431
622	0.1723736835
623	0.1722648756
624	0.1721384284
625	0.1720154269
626	0.1718393237
627	0.1717616505
628	0.1715987664
629	0.1715481114
630	0.1715060563
631	0.1714117711
632	0.1712260037
633	0.1711234599
634	0.1709685948
635	0.1708513921
636	0.1707468189
637	0.1706357093
638	0.1705747162
639	0.1705156677
640	0.1704363586
641	0.170309247
642	0.1702009892
643	0.17004797
644	0.1699613686
645	0.1697643165
646	0.1696693565
647	0.1695814148
648	0.1694357435
649	0.1693384994
650	0.1692437383
651	0.1691732965
652	0.1690545331
653	0.169007165
654	0.1689042586
655	0.1688284104
656	0.1687282596
657	0.1686693281
658	0.1685641297
659	0.1684520523
660	0.1683977216
661	0.16829656
662	0.1681969196
663	0.1681062248
664	0.1679433882
665	0.1677645989
666	0.1676644278
667	0.1674779632
668	0.1673531039
669	0.1672649917
670	0.1671428695
671	0.1670545338
672	0.1669767862
673	0.1668668846
674	0.1667994126
675	0.1666519827
676	0.1665099448
677	0.1664085519
678	0.1662896736
679	0.1662033895
680	0.1660087972
681	0.1659211201
682	0.1658206137
683	0.1657769163
684	0.1657316809
685	0.1655242176
686	0.1653913862
687	0.1653440303
688	0.1652469486
689	0.1651444306
690	0.1650351358
691	0.1649122154
692	0.1648122908
693	0.1647080894
694	0.1646107405
695	0.1645336138
696	0.1644326781
697	0.1643600891
698	0.1642508771
699	0.1641202292
700	0.1640454937
701	0.163914652
702	0.1637937037
703	0.1636987127
704	0.1635760432
705	0.1634728384
706	0.1632944519
707	0.163214936
708	0.1631690488
709	0.1630781984
710	0.1629899254
711	0.1629283953
712	0.1628546072
713	0.1627563101
714	0.1626455448
715	0.1625704572
716	0.162529518
717	0.1624355835
718	0.1623196772
719	0.1622221494
720	0.1620246203
721	0.1618735281
722	0.161787607
723	0.1616899427
724	0.1615602673
725	0.1614758331
726	0.1613614714
727	0.1612650209
728	0.1611693877
729	0.1610876157
730	0.1609570535
731	0.1608566108
732	0.1607158209
733	0.1606037154
734	0.1605332618
735	0.1604334403
736	0.1603492708
737	0.1602587053
738	0.1601292112
739	0.1600311314
740	0.1598836842
741	0.159797416
742	0.1597337056
743	0.1596366823
744	0.1595836506
745	0.1594979143
746	0.1594108384
747	0.1593057495
748	0.1592426652
749	0.1591035566
750	0.1590394072
751	0.1589520928
752	0.1588027891
753	0.158715959
754	0.1586340267
755	0.1585627108
756	0.1585103873
757	0.1584234287
758	0.1583625165
759	0.1582950285
760	0.1581478236
761	0.1581167698
762	0.1580250438
763	0.1579069779
764	0.1578308176
765	0.1577208372
766	0.1576415756
767	0.1575372495
768	0.1574487099
769	0.1573268895
770	0.157271605
771	0.157212957
772	0.1571181569
773	0.1570450408
774	0.1569418175
775	0.1568441212
776	0.1567697636
777	0.1566190974
778	0.1565515698
779	0.1564245535
780	0.1563593778
781	0.1562422888
782	0.1561622658
783	0.156085905
784	0.15601309
785	0.1559394651
786	0.1558470787
787	0.1557515882
788	0.1556549207
789	0.1554930395
790	0.155413034
791	0.1553450032
792	0.1552767218
793	0.1551986469
794	0.1551234869
795	0.1550622409
796	0.1550044241
797	0.1549093353
798	0.1548496276
799	0.1547943731
800	0.154724757
801	0.1546645898
802	0.1545874551
803	0.1545193075
804	0.1544130719
805	0.1543361048
806	0.1542340644
807	0.154147755
808	0.1540555711
809	0.1539709685
810	0.153752679
811	0.1536777306
812	0.1535804807
813	0.153482434
814	0.1534004581
815	0.1532756647
816	0.1531988576
817	0.1531543656
818	0.1530717044
819	0.1529781694
820	0.1528591904
821	0.1527973073
822	0.1527173298
823	0.15264399
824	0.1525110325
825	0.1523656979
826	0.1523203393
827	0.1522109387
828	0.1521147214
829	0.1520094889
830	0.1518956045
831	0.1518264548
832	0.1517399106
833	0.1516444661
834	0.1515432152
835	0.1514673781
836	0.1514118445
837	0.1513500194
838	0.151222931
839	0.1511638769
840	0.1510592982
841	0.1509734006
842	0.1509337286
843	0.150862695
844	0.1507793243
845	0.1506657743
846	0.1505989727
847	0.1505490112
848	0.1504624439
849	0.1503916315
850	0.1503285348
851	0.1502696408
852	0.1501226633
853	0.1500417611
854	0.1499469307
855	0.1498821061
856	0.1497179425
857	0.1496332088
858	0.149557316
859	0.1494884491
860	0.1493986515
861	0.1493258461
862	0.149206843
863	0.1491414148
864	0.1490537796
865	0.1490121295
866	0.1489298457
867	0.1488640994
868	0.1487820578
869	0.1487328868
870	0.1486483677
871	0.1485716976
872	0.1485070357
873	0.148436027
874	0.1483588516
875	0.1483008023
876	0.1482331836
877	0.1481085721
878	0.1480360706
879	0.147924567
880	0.1478747478
881	0.1478105834
882	0.1477315307
883	0.1476396054
884	0.1475576733
885	0.1475095531
886	0.1474236324
887	0.147360891
888	0.1473059057
889	0.1472362119
890	0.147144715
891	0.1470734646
892	0.1469795358
893	0.1468991236
894	0.1468268888
895	0.1467808901
896	0.1467213698
897	0.1466766097
898	0.1465728971
899	0.1465152097
900	0.1464463519
901	0.146358658
902	0.1462884166
903	0.1462153394
904	0.1461405812
905	0.1460677267
906	0.1460301561
907	0.1459879455
908	0.1459098392
909	0.1458434444
910	0.1457731623
911	0.1456866614
912	0.145603582
913	0.1455412138
914	0.1454709233
915	0.1453906029
916	0.1453514023
917	0.145323439
918	0.1452534437
919	0.1451820614
920	0.1451243612
921	0.1450634302
922	0.1449783652
923	0.1449036923
924	0.1448579179
925	0.1448134678
926	0.1446795327
927	0.1446147924
928	0.1445595926
929	0.1444945664
930	0.1444371702
931	0.144354795
932	0.1442947683
933	0.1442283778
934	0.1441567214
935	0.1440839122
936	0.1440009599
937	0.1438167185
938	0.1437385056
939	0.1436404185
940	0.1435933739
941	0.1435520995
942	0.1434847208
943	0.1433995993
944	0.1433004905
945	0.1432246751
946	0.1431685301
947	0.1431038968
948	0.1429875834
949	0.1429107869
950	0.1428249208
951	0.142776612
952	0.1427177279
953	0.1426465161
954	0.1425957589
955	0.1425292221
956	0.1424639526
957	0.1424058027
958	0.1423156912
959	0.1422079201
960	0.142076032
961	0.1420177619
962	0.1419209449
963	0.1418581733
964	0.1417497073
965	0.141712726
966	0.1416420332
967	0.1415892459
968	0.1415607292
969	0.141473869
970	0.1413848597
971	0.1412949711
972	0.1412373151
973	0.1411723591
974	0.1410959476
975	0.1409857198
976	0.1409108949
977	0.1408503168
978	0.1407866582
979	0.1407316475
980	0.1406469871
981	0.1405870834
982	0.1405104064
983	0.1404129426
984	0.1403622098
985	0.1403185028
986	0.1402563423
987	0.140180936
988	0.1400674284
989	0.1400073205
990	0.1398913971
991	0.1398327287
992	0.139768305
993	0.139694788
994	0.1396277506
995	0.139575797
996	0.1395131759
997	0.1394590481
998	0.1393192418
999	0.1392711262
